"TIME","GEO","INDIC_DE","Value"
"2004","Armenia","Average population - males","1,548,650"
"2004","Azerbaijan","Population on 1 January - total ","8,265,700"
"2004","Azerbaijan","Population on 1 January - males","4,058,500"
"2004","Azerbaijan","Population on 1 January - females","4,207,200"
"2004","Azerbaijan","Average population - total","8,306,500"
"2004","Azerbaijan","Average population - males","4,081,100"
"2004","Georgia","Population on 1 January - total ","4,315,200"
"2004","Georgia","Population on 1 January - males","2,039,000"
"2004","Georgia","Population on 1 January - females","2,276,200"
"2004","Georgia","Average population - total","4,318,350"
"2004","Georgia","Average population - males","2,041,300"
"2005","European Union - 27 countries (from 2019)","Population on 1 January - total ","434,416,272"
"2005","European Union - 27 countries (from 2019)","Population on 1 January - males","211,575,156"
"2005","European Union - 27 countries (from 2019)","Population on 1 January - females","222,841,116"
"2005","European Union - 27 countries (from 2019)","Average population - total","435,116,254"
"2005","European Union - 27 countries (from 2019)","Average population - males","211,937,920"
"2005","European Union - 28 countries","Population on 1 January - total ","494,598,322"
"2005","European Union - 28 countries","Population on 1 January - males","240,994,246"
"2005","European Union - 28 countries","Population on 1 January - females","253,604,076"
"2005","European Union - 28 countries","Average population - total","495,517,460"
"2005","European Union - 28 countries","Average population - males","241,473,154"
"2005","European Union - 27 countries (2007-2013)","Population on 1 January - total ","490,287,461"
"2005","European Union - 27 countries (2007-2013)","Population on 1 January - males","238,921,965"
"2005","European Union - 27 countries (2007-2013)","Population on 1 January - females","251,365,496"
"2005","European Union - 27 countries (2007-2013)","Average population - total","491,205,786"
"2005","European Union - 27 countries (2007-2013)","Average population - males","239,400,047"
"2005","Euro area (19 countries)","Population on 1 January - total ","328,141,448"
"2005","Euro area (19 countries)","Population on 1 January - males","159,963,983"
"2005","Euro area (19 countries)","Population on 1 January - females","168,177,465"
"2005","Euro area (19 countries)","Average population - total","328,913,193"
"2005","Euro area (19 countries)","Average population - males","160,361,903"
"2005","Euro area (18 countries)","Population on 1 January - total ","324,786,228"
"2005","Euro area (18 countries)","Population on 1 January - males","158,401,719"
"2005","Euro area (18 countries)","Population on 1 January - females","166,384,509"
"2005","Euro area (18 countries)","Average population - total","325,590,666"
"2005","Euro area (18 countries)","Average population - males","158,816,539"
"2005","Belgium","Population on 1 January - total ","10,445,852"
"2005","Belgium","Population on 1 January - males","5,111,325"
"2005","Belgium","Population on 1 January - females","5,334,527"
"2005","Belgium","Average population - total","10,478,617"
"2005","Belgium","Average population - males","5,127,573"
"2005","Bulgaria","Population on 1 January - total ","7,688,573"
"2005","Bulgaria","Population on 1 January - males","3,744,120"
"2005","Bulgaria","Population on 1 January - females","3,944,453"
"2005","Bulgaria","Average population - total","7,658,972"
"2005","Bulgaria","Average population - males","3,729,367"
"2005","Czechia","Population on 1 January - total ","10,198,855"
"2005","Czechia","Population on 1 January - males","4,970,656"
"2005","Czechia","Population on 1 January - females","5,228,199"
"2005","Czechia","Average population - total","10,211,216"
"2005","Czechia","Average population - males","4,980,154"
"2005","Denmark","Population on 1 January - total ","5,411,405"
"2005","Denmark","Population on 1 January - males","2,677,292"
"2005","Denmark","Population on 1 January - females","2,734,113"
"2005","Denmark","Average population - total","5,419,432"
"2005","Denmark","Average population - males","2,681,569"
"2005","Germany (until 1990 former territory of the FRG)","Population on 1 January - total ","82,500,849"
"2005","Germany (until 1990 former territory of the FRG)","Population on 1 January - males","40,353,627"
"2005","Germany (until 1990 former territory of the FRG)","Population on 1 January - females","42,147,222"
"2005","Germany (until 1990 former territory of the FRG)","Average population - total","82,469,422"
"2005","Germany (until 1990 former territory of the FRG)","Average population - males","40,346,794"
"2005","Germany including former GDR","Population on 1 January - total ","82,500,849"
"2005","Germany including former GDR","Population on 1 January - males","40,353,627"
"2005","Germany including former GDR","Population on 1 January - females","42,147,222"
"2005","Germany including former GDR","Average population - total","82,469,422"
"2005","Germany including former GDR","Average population - males","40,346,794"
"2005","Estonia","Population on 1 January - total ","1,358,850"
"2005","Estonia","Population on 1 January - males","631,710"
"2005","Estonia","Population on 1 January - females","727,140"
"2005","Estonia","Average population - total","1,354,775"
"2005","Estonia","Average population - males","629,820"
"2005","Ireland","Population on 1 January - total ","4,111,672"
"2005","Ireland","Population on 1 January - males","2,049,350"
"2005","Ireland","Population on 1 January - females","2,062,322"
"2005","Ireland","Average population - total","4,159,914"
"2005","Ireland","Average population - males","2,076,400"
"2005","Greece","Population on 1 January - total ","10,969,912"
"2005","Greece","Population on 1 January - males","5,418,462"
"2005","Greece","Population on 1 January - females","5,551,450"
"2005","Greece","Average population - total","10,987,314"
"2005","Greece","Average population - males","5,425,927"
"2005","Spain","Population on 1 January - total ","43,296,338"
"2005","Spain","Population on 1 January - males","21,335,287"
"2005","Spain","Population on 1 January - females","21,961,051"
"2005","Spain","Average population - total","43,653,155"
"2005","Spain","Average population - males","21,527,303"
"2005","France","Population on 1 January - total ","62,772,870"
"2005","France","Population on 1 January - males","30,385,862"
"2005","France","Population on 1 January - females","32,387,008"
"2005","France","Average population - total","63,001,253"
"2005","France","Average population - males","30,488,481"
"2005","France (metropolitan)","Population on 1 January - total ","60,963,264"
"2005","France (metropolitan)","Population on 1 January - males","29,519,376"
"2005","France (metropolitan)","Population on 1 January - females","31,443,888"
"2005","France (metropolitan)","Average population - total","61,181,499"
"2005","France (metropolitan)","Average population - males","29,616,894"
"2005","Croatia","Population on 1 January - total ","4,310,861"
"2005","Croatia","Population on 1 January - males","2,072,281"
"2005","Croatia","Population on 1 January - females","2,238,580"
"2005","Croatia","Average population - total","4,311,674"
"2005","Croatia","Average population - males","2,073,107"
"2005","Italy","Population on 1 January - total ","57,874,753"
"2005","Italy","Population on 1 January - males","28,044,210"
"2005","Italy","Population on 1 January - females","29,830,543"
"2005","Italy","Average population - total","57,969,484"
"2005","Italy","Average population - males","28,091,394"
"2005","Cyprus","Population on 1 January - total ","733,067"
"2005","Cyprus","Population on 1 January - males","359,321"
"2005","Cyprus","Population on 1 January - females","373,746"
"2005","Cyprus","Average population - total","738,540"
"2005","Cyprus","Average population - males","361,952"
"2005","Latvia","Population on 1 January - total ","2,249,724"
"2005","Latvia","Population on 1 January - males","1,032,109"
"2005","Latvia","Population on 1 January - females","1,217,615"
"2005","Latvia","Average population - total","2,238,799"
"2005","Latvia","Average population - males","1,027,084"
"2005","Lithuania","Population on 1 January - total ","3,355,220"
"2005","Lithuania","Population on 1 January - males","1,562,264"
"2005","Lithuania","Population on 1 January - females","1,792,956"
"2005","Lithuania","Average population - total","3,322,528"
"2005","Lithuania","Average population - males","1,545,364"
"2005","Luxembourg","Population on 1 January - total ","461,230"
"2005","Luxembourg","Population on 1 January - males","228,156"
"2005","Luxembourg","Population on 1 January - females","233,074"
"2005","Luxembourg","Average population - total","465,158"
"2005","Luxembourg","Average population - males","230,128"
"2005","Hungary","Population on 1 January - total ","10,097,549"
"2005","Hungary","Population on 1 January - males","4,793,115"
"2005","Hungary","Population on 1 January - females","5,304,434"
"2005","Hungary","Average population - total","10,087,065"
"2005","Hungary","Average population - males","4,788,847"
"2005","Malta","Population on 1 January - total ","402,668"
"2005","Malta","Population on 1 January - males","199,580"
"2005","Malta","Population on 1 January - females","203,088"
"2005","Malta","Average population - total","403,834"
"2005","Malta","Average population - males","200,209"
"2005","Netherlands","Population on 1 January - total ","16,305,526"
"2005","Netherlands","Population on 1 January - males","8,065,979"
"2005","Netherlands","Population on 1 January - females","8,239,547"
"2005","Netherlands","Average population - total","16,319,868"
"2005","Netherlands","Average population - males","8,071,693"
"2005","Austria","Population on 1 January - total ","8,201,359"
"2005","Austria","Population on 1 January - males","3,984,866"
"2005","Austria","Population on 1 January - females","4,216,493"
"2005","Austria","Average population - total","8,227,829"
"2005","Austria","Average population - males","3,999,605"
"2005","Poland","Population on 1 January - total ","38,173,835"
"2005","Poland","Population on 1 January - males","18,470,253"
"2005","Poland","Population on 1 January - females","19,703,582"
"2005","Poland","Average population - total","38,165,445"
"2005","Poland","Average population - males","18,462,054"
"2005","Portugal","Population on 1 January - total ","10,494,672"
"2005","Portugal","Population on 1 January - males","5,053,722"
"2005","Portugal","Population on 1 January - females","5,440,950"
"2005","Portugal","Average population - total","10,503,330"
"2005","Portugal","Average population - males","5,056,268"
"2005","Romania","Population on 1 January - total ","21,382,354"
"2005","Romania","Population on 1 January - males","10,417,145"
"2005","Romania","Population on 1 January - females","10,965,209"
"2005","Romania","Average population - total","21,319,685"
"2005","Romania","Average population - males","10,384,489"
"2005","Slovenia","Population on 1 January - total ","1,997,590"
"2005","Slovenia","Population on 1 January - males","977,052"
"2005","Slovenia","Population on 1 January - females","1,020,538"
"2005","Slovenia","Average population - total","2,000,474"
"2005","Slovenia","Average population - males","979,259"
"2005","Slovakia","Population on 1 January - total ","5,372,685"
"2005","Slovakia","Population on 1 January - males","2,609,024"
"2005","Slovakia","Population on 1 January - females","2,763,661"
"2005","Slovakia","Average population - total","5,372,807"
"2005","Slovakia","Average population - males","2,609,440"
"2005","Finland","Population on 1 January - total ","5,236,611"
"2005","Finland","Population on 1 January - males","2,562,077"
"2005","Finland","Population on 1 January - females","2,674,534"
"2005","Finland","Average population - total","5,246,096"
"2005","Finland","Average population - males","2,567,214"
"2005","Sweden","Population on 1 January - total ","9,011,392"
"2005","Sweden","Population on 1 January - males","4,466,311"
"2005","Sweden","Population on 1 January - females","4,545,081"
"2005","Sweden","Average population - total","9,029,572"
"2005","Sweden","Average population - males","4,476,431"
"2005","United Kingdom","Population on 1 January - total ","60,182,050"
"2005","United Kingdom","Population on 1 January - males","29,419,090"
"2005","United Kingdom","Population on 1 January - females","30,762,960"
"2005","United Kingdom","Average population - total","60,401,206"
"2005","United Kingdom","Average population - males","29,535,234"
"2005","European Economic Area (EU28 plus IS, LI, NO)","Population on 1 January - total ","499,532,862"
"2005","European Economic Area (EU28 plus IS, LI, NO)","Population on 1 January - males","243,442,536"
"2005","European Economic Area (EU28 plus IS, LI, NO)","Population on 1 January - females","256,090,326"
"2005","European Economic Area (EU28 plus IS, LI, NO)","Average population - total","500,472,237"
"2005","European Economic Area (EU28 plus IS, LI, NO)","Average population - males","243,932,493"
"2005","European Economic Area (EU27 plus IS, LI, NO)","Population on 1 January - total ","495,222,001"
"2005","European Economic Area (EU27 plus IS, LI, NO)","Population on 1 January - males","241,370,255"
"2005","European Economic Area (EU27 plus IS, LI, NO)","Population on 1 January - females","253,851,746"
"2005","European Economic Area (EU27 plus IS, LI, NO)","Average population - total","496,160,563"
"2005","European Economic Area (EU27 plus IS, LI, NO)","Average population - males","241,859,386"
"2005","European Free Trade Association","Population on 1 January - total ","12,349,642"
"2005","European Free Trade Association","Population on 1 January - males","6,076,986"
"2005","European Free Trade Association","Population on 1 January - females","6,272,656"
"2005","European Free Trade Association","Average population - total","12,391,893"
"2005","European Free Trade Association","Average population - males","6,099,938"
"2005","Iceland","Population on 1 January - total ","293,577"
"2005","Iceland","Population on 1 January - males","147,170"
"2005","Iceland","Population on 1 January - females","146,407"
"2005","Iceland","Average population - total","296,734"
"2005","Iceland","Average population - males","149,186"
"2005","Liechtenstein","Population on 1 January - total ","34,600"
"2005","Liechtenstein","Population on 1 January - males","17,050"
"2005","Liechtenstein","Population on 1 January - females","17,550"
"2005","Liechtenstein","Average population - total","34,753"
"2005","Liechtenstein","Average population - males","17,127"
"2005","Norway","Population on 1 January - total ","4,606,363"
"2005","Norway","Population on 1 January - males","2,284,070"
"2005","Norway","Population on 1 January - females","2,322,293"
"2005","Norway","Average population - total","4,623,291"
"2005","Norway","Average population - males","2,293,026"
"2005","Switzerland","Population on 1 January - total ","7,415,102"
"2005","Switzerland","Population on 1 January - males","3,628,696"
"2005","Switzerland","Population on 1 January - females","3,786,406"
"2005","Switzerland","Average population - total","7,437,115"
"2005","Switzerland","Average population - males","3,640,599"
"2005","Montenegro","Population on 1 January - total ","613,420"
"2005","Montenegro","Population on 1 January - males","301,776"
"2005","Montenegro","Population on 1 January - females","311,644"
"2005","Montenegro","Average population - total","613,265"
"2005","Montenegro","Average population - males","301,953"
"2005","North Macedonia","Population on 1 January - total ","2,035,196"
"2005","North Macedonia","Population on 1 January - males","1,021,145"
"2005","North Macedonia","Population on 1 January - females","1,014,051"
"2005","North Macedonia","Average population - total","2,036,855"
"2005","North Macedonia","Average population - males","1,021,772"
"2005","Albania","Population on 1 January - total ","3,019,634"
"2005","Albania","Population on 1 January - males","1,506,889"
"2005","Albania","Population on 1 January - females","1,512,745"
"2005","Albania","Average population - total","3,011,482"
"2005","Albania","Average population - males","1,503,125"
"2005","Serbia","Population on 1 January - total ","7,456,050"
"2005","Serbia","Population on 1 January - males","3,625,521"
"2005","Serbia","Population on 1 January - females","3,830,529"
"2005","Serbia","Average population - total","7,440,769"
"2005","Serbia","Average population - males","3,618,039"
"2005","Turkey","Population on 1 January - total ","68,010,221"
"2005","Turkey","Population on 1 January - males","34,061,541"
"2005","Turkey","Population on 1 January - females","33,948,680"
"2005","Turkey","Average population - total","68,435,380"
"2005","Turkey","Average population - males","34,276,224"
"2005","Andorra","Population on 1 January - total ","76,875"
"2005","Andorra","Population on 1 January - males","40,085"
"2005","Andorra","Population on 1 January - females","36,790"
"2005","Andorra","Average population - total","77,712"
"2005","Andorra","Average population - males","40,530"
"2005","Belarus","Population on 1 January - total ","9,800,073"
"2005","Belarus","Population on 1 January - males","4,583,082"
"2005","Belarus","Population on 1 January - females","5,216,991"
"2005","Belarus","Average population - total","9,775,307"
"2005","Belarus","Average population - males","4,569,189"
"2005","Bosnia and Herzegovina","Population on 1 January - total ","3,842,532"
"2005","Bosnia and Herzegovina","Population on 1 January - males","1,882,841"
"2005","Bosnia and Herzegovina","Population on 1 January - females","1,959,692"
"2005","Bosnia and Herzegovina","Average population - total","3,842,591"
"2005","Bosnia and Herzegovina","Average population - males","1,882,870"
"2005","Kosovo (under United Nations Security Council Resolution 1244/99)","Population on 1 January - total ","2,041,000"
"2005","Kosovo (under United Nations Security Council Resolution 1244/99)","Population on 1 January - males",":"
"2005","Kosovo (under United Nations Security Council Resolution 1244/99)","Population on 1 January - females",":"
"2005","Kosovo (under United Nations Security Council Resolution 1244/99)","Average population - total","2,070,500"
"2005","Kosovo (under United Nations Security Council Resolution 1244/99)","Average population - males",":"
"2005","Moldova","Population on 1 January - total ","3,600,436"
"2005","Moldova","Population on 1 January - males","1,724,841"
"2005","Moldova","Population on 1 January - females","1,875,595"
"2005","Moldova","Average population - total","3,595,186"
"2005","Moldova","Average population - males","1,722,105"
"2005","Monaco","Population on 1 January - total ","33,085"
"2005","Monaco","Population on 1 January - males","16,040"
"2005","Monaco","Population on 1 January - females","17,045"
"2005","Monaco","Average population - total",":"
"2005","Monaco","Average population - males",":"
"2005","Russia","Population on 1 January - total ","143,474,219"
"2005","Russia","Population on 1 January - males","66,602,762"
"2005","Russia","Population on 1 January - females","76,871,457"
"2005","Russia","Average population - total","143,113,885"
"2005","Russia","Average population - males","66,383,153"
"2005","San Marino","Population on 1 January - total ","29,673"
"2005","San Marino","Population on 1 January - males","14,546"
"2005","San Marino","Population on 1 January - females","15,127"
"2005","San Marino","Average population - total","29,836"
"2005","San Marino","Average population - males","14,625"
"2005","Ukraine","Population on 1 January - total ","47,100,462"
"2005","Ukraine","Population on 1 January - males","21,753,993"
"2005","Ukraine","Population on 1 January - females","25,346,469"
"2005","Ukraine","Average population - total","46,924,816"
"2005","Ukraine","Average population - males","21,664,330"
"2005","Armenia","Population on 1 January - total ","3,215,800"
"2005","Armenia","Population on 1 January - males","1,550,600"
"2005","Armenia","Population on 1 January - females","1,665,200"
"2005","Armenia","Average population - total","3,217,517"
"2005","Armenia","Average population - males","1,552,356"
"2005","Azerbaijan","Population on 1 January - total ","8,347,300"
"2005","Azerbaijan","Population on 1 January - males","4,103,700"
"2005","Azerbaijan","Population on 1 January - females","4,243,600"
"2005","Azerbaijan","Average population - total","8,391,850"
"2005","Azerbaijan","Average population - males","4,127,950"
"2005","Georgia","Population on 1 January - total ","4,321,500"
"2005","Georgia","Population on 1 January - males","2,043,600"
"2005","Georgia","Population on 1 January - females","2,277,900"
"2005","Georgia","Average population - total","4,361,396"
"2005","Georgia","Average population - males","2,063,746"
"2006","European Union - 27 countries (from 2019)","Population on 1 January - total ","435,816,236"
"2006","European Union - 27 countries (from 2019)","Population on 1 January - males","212,300,684"
"2006","European Union - 27 countries (from 2019)","Population on 1 January - females","223,515,552"
"2006","European Union - 27 countries (from 2019)","Average population - total","436,521,320"
"2006","European Union - 27 countries (from 2019)","Average population - males","212,669,238"
"2006","European Union - 28 countries","Population on 1 January - total ","496,436,597"
"2006","European Union - 28 countries","Population on 1 January - males","241,952,062"
"2006","European Union - 28 countries","Population on 1 January - females","254,484,535"
"2006","European Union - 28 countries","Average population - total","497,368,140"
"2006","European Union - 28 countries","Average population - males","242,442,344"
"2006","European Union - 27 countries (2007-2013)","Population on 1 January - total ","492,124,110"
"2006","European Union - 27 countries (2007-2013)","Population on 1 January - males","239,878,129"
"2006","European Union - 27 countries (2007-2013)","Population on 1 January - females","252,245,981"
"2006","European Union - 27 countries (2007-2013)","Average population - total","493,055,132"
"2006","European Union - 27 countries (2007-2013)","Average population - males","240,367,287"
"2006","Euro area (19 countries)","Population on 1 January - total ","329,684,938"
"2006","Euro area (19 countries)","Population on 1 January - males","160,759,822"
"2006","Euro area (19 countries)","Population on 1 January - females","168,925,116"
"2006","Euro area (19 countries)","Average population - total","330,444,213"
"2006","Euro area (19 countries)","Average population - males","161,154,112"
"2006","Euro area (18 countries)","Population on 1 January - total ","326,395,103"
"2006","Euro area (18 countries)","Population on 1 January - males","159,231,359"
"2006","Euro area (18 countries)","Population on 1 January - females","167,163,744"
"2006","Euro area (18 countries)","Average population - total","327,174,304"
"2006","Euro area (18 countries)","Average population - males","159,636,484"
"2006","Belgium","Population on 1 January - total ","10,511,382"
"2006","Belgium","Population on 1 January - males","5,143,821"
"2006","Belgium","Population on 1 January - females","5,367,561"
"2006","Belgium","Average population - total","10,547,958"
"2006","Belgium","Average population - males","5,162,615"
"2006","Bulgaria","Population on 1 January - total ","7,629,371"
"2006","Bulgaria","Population on 1 January - males","3,714,614"
"2006","Bulgaria","Population on 1 January - females","3,914,757"
"2006","Bulgaria","Average population - total","7,601,022"
"2006","Bulgaria","Average population - males","3,700,597"
"2006","Czechia","Population on 1 January - total ","10,223,577"
"2006","Czechia","Population on 1 January - males","4,989,652"
"2006","Czechia","Population on 1 January - females","5,233,925"
"2006","Czechia","Average population - total","10,238,905"
"2006","Czechia","Average population - males","5,000,124"
"2006","Denmark","Population on 1 January - total ","5,427,459"
"2006","Denmark","Population on 1 January - males","2,685,846"
"2006","Denmark","Population on 1 January - females","2,741,613"
"2006","Denmark","Average population - total","5,437,272"
"2006","Denmark","Average population - males","2,691,254"
"2006","Germany (until 1990 former territory of the FRG)","Population on 1 January - total ","82,437,995"
"2006","Germany (until 1990 former territory of the FRG)","Population on 1 January - males","40,339,961"
"2006","Germany (until 1990 former territory of the FRG)","Population on 1 January - females","42,098,034"
"2006","Germany (until 1990 former territory of the FRG)","Average population - total","82,376,451"
"2006","Germany (until 1990 former territory of the FRG)","Average population - males","40,320,564"
"2006","Germany including former GDR","Population on 1 January - total ","82,437,995"
"2006","Germany including former GDR","Population on 1 January - males","40,339,961"
"2006","Germany including former GDR","Population on 1 January - females","42,098,034"
"2006","Germany including former GDR","Average population - total","82,376,451"
"2006","Germany including former GDR","Average population - males","40,320,564"
"2006","Estonia","Population on 1 January - total ","1,350,700"
"2006","Estonia","Population on 1 January - males","627,930"
"2006","Estonia","Population on 1 January - females","722,770"
"2006","Estonia","Average population - total","1,346,810"
"2006","Estonia","Average population - males","626,095"
"2006","Ireland","Population on 1 January - total ","4,208,156"
"2006","Ireland","Population on 1 January - males","2,103,449"
"2006","Ireland","Population on 1 January - females","2,104,707"
"2006","Ireland","Average population - total","4,273,591"
"2006","Ireland","Average population - males","2,137,285"
"2006","Greece","Population on 1 January - total ","11,004,716"
"2006","Greece","Population on 1 January - males","5,433,391"
"2006","Greece","Population on 1 January - females","5,571,325"
"2006","Greece","Average population - total","11,020,362"
"2006","Greece","Average population - males","5,437,818"
"2006","Spain","Population on 1 January - total ","44,009,971"
"2006","Spain","Population on 1 January - males","21,719,318"
"2006","Spain","Population on 1 January - females","22,290,653"
"2006","Spain","Average population - total","44,397,319"
"2006","Spain","Average population - males","21,919,147"
"2006","France","Population on 1 January - total ","63,229,635"
"2006","France","Population on 1 January - males","30,591,100"
"2006","France","Population on 1 January - females","32,638,535"
"2006","France","Average population - total","63,437,350"
"2006","France","Average population - males","30,697,167"
"2006","France (metropolitan)","Population on 1 January - total ","61,399,733"
"2006","France (metropolitan)","Population on 1 January - males","29,714,411"
"2006","France (metropolitan)","Population on 1 January - females","31,685,322"
"2006","France (metropolitan)","Average population - total","61,597,486"
"2006","France (metropolitan)","Average population - males","29,815,995"
"2006","Croatia","Population on 1 January - total ","4,312,487"
"2006","Croatia","Population on 1 January - males","2,073,933"
"2006","Croatia","Population on 1 January - females","2,238,554"
"2006","Croatia","Average population - total","4,313,009"
"2006","Croatia","Average population - males","2,075,057"
"2006","Italy","Population on 1 January - total ","58,064,214"
"2006","Italy","Population on 1 January - males","28,138,577"
"2006","Italy","Population on 1 January - females","29,925,637"
"2006","Italy","Average population - total","58,143,979"
"2006","Italy","Average population - males","28,175,406"
"2006","Cyprus","Population on 1 January - total ","744,013"
"2006","Cyprus","Population on 1 January - males","364,582"
"2006","Cyprus","Population on 1 January - females","379,431"
"2006","Cyprus","Average population - total","750,965"
"2006","Cyprus","Average population - males","368,048"
"2006","Latvia","Population on 1 January - total ","2,227,874"
"2006","Latvia","Population on 1 January - males","1,022,058"
"2006","Latvia","Population on 1 January - females","1,205,816"
"2006","Latvia","Average population - total","2,218,357"
"2006","Latvia","Average population - males","1,017,925"
"2006","Lithuania","Population on 1 January - total ","3,289,835"
"2006","Lithuania","Population on 1 January - males","1,528,463"
"2006","Lithuania","Population on 1 January - females","1,761,372"
"2006","Lithuania","Average population - total","3,269,909"
"2006","Lithuania","Average population - males","1,517,629"
"2006","Luxembourg","Population on 1 January - total ","469,086"
"2006","Luxembourg","Population on 1 January - males","232,100"
"2006","Luxembourg","Population on 1 January - females","236,986"
"2006","Luxembourg","Average population - total","472,637"
"2006","Luxembourg","Average population - males","233,946"
"2006","Hungary","Population on 1 January - total ","10,076,581"
"2006","Hungary","Population on 1 January - males","4,784,579"
"2006","Hungary","Population on 1 January - females","5,292,002"
"2006","Hungary","Average population - total","10,071,370"
"2006","Hungary","Average population - males","4,781,829"
"2006","Malta","Population on 1 January - total ","404,999"
"2006","Malta","Population on 1 January - males","200,838"
"2006","Malta","Population on 1 January - females","204,161"
"2006","Malta","Average population - total","405,308"
"2006","Malta","Average population - males","201,179"
"2006","Netherlands","Population on 1 January - total ","16,334,210"
"2006","Netherlands","Population on 1 January - males","8,077,407"
"2006","Netherlands","Population on 1 January - females","8,256,803"
"2006","Netherlands","Average population - total","16,346,101"
"2006","Netherlands","Average population - males","8,082,961"
"2006","Austria","Population on 1 January - total ","8,254,298"
"2006","Austria","Population on 1 January - males","4,014,344"
"2006","Austria","Population on 1 January - females","4,239,954"
"2006","Austria","Average population - total","8,268,641"
"2006","Austria","Average population - males","4,022,203"
"2006","Poland","Population on 1 January - total ","38,157,055"
"2006","Poland","Population on 1 January - males","18,453,855"
"2006","Poland","Population on 1 January - females","19,703,200"
"2006","Poland","Average population - total","38,141,267"
"2006","Poland","Average population - males","18,440,315"
"2006","Portugal","Population on 1 January - total ","10,511,988"
"2006","Portugal","Population on 1 January - males","5,058,813"
"2006","Portugal","Population on 1 January - females","5,453,175"
"2006","Portugal","Average population - total","10,522,288"
"2006","Portugal","Average population - males","5,061,604"
"2006","Romania","Population on 1 January - total ","21,257,016"
"2006","Romania","Population on 1 January - males","10,351,833"
"2006","Romania","Population on 1 January - females","10,905,183"
"2006","Romania","Average population - total","21,193,760"
"2006","Romania","Average population - males","10,320,915"
"2006","Slovenia","Population on 1 January - total ","2,003,358"
"2006","Slovenia","Population on 1 January - males","981,465"
"2006","Slovenia","Population on 1 January - females","1,021,893"
"2006","Slovenia","Average population - total","2,006,868"
"2006","Slovenia","Average population - males","984,224"
"2006","Slovakia","Population on 1 January - total ","5,372,928"
"2006","Slovakia","Population on 1 January - males","2,609,855"
"2006","Slovakia","Population on 1 January - females","2,763,073"
"2006","Slovakia","Average population - total","5,373,054"
"2006","Slovakia","Average population - males","2,610,255"
"2006","Finland","Population on 1 January - total ","5,255,580"
"2006","Finland","Population on 1 January - males","2,572,350"
"2006","Finland","Population on 1 January - females","2,683,230"
"2006","Finland","Average population - total","5,266,268"
"2006","Finland","Average population - males","2,578,046"
"2006","Sweden","Population on 1 January - total ","9,047,752"
"2006","Sweden","Population on 1 January - males","4,486,550"
"2006","Sweden","Population on 1 January - females","4,561,202"
"2006","Sweden","Average population - total","9,080,505"
"2006","Sweden","Average population - males","4,505,037"
"2006","United Kingdom","Population on 1 January - total ","60,620,361"
"2006","United Kingdom","Population on 1 January - males","29,651,378"
"2006","United Kingdom","Population on 1 January - females","30,968,983"
"2006","United Kingdom","Average population - total","60,846,820"
"2006","United Kingdom","Average population - males","29,773,106"
"2006","European Economic Area (EU28 plus IS, LI, NO)","Population on 1 January - total ","501,411,612"
"2006","European Economic Area (EU28 plus IS, LI, NO)","Population on 1 January - males","244,422,449"
"2006","European Economic Area (EU28 plus IS, LI, NO)","Population on 1 January - females","256,989,163"
"2006","European Economic Area (EU28 plus IS, LI, NO)","Average population - total","502,367,635"
"2006","European Economic Area (EU28 plus IS, LI, NO)","Average population - males","244,927,391"
"2006","European Economic Area (EU27 plus IS, LI, NO)","Population on 1 January - total ","497,099,125"
"2006","European Economic Area (EU27 plus IS, LI, NO)","Population on 1 January - males","242,348,516"
"2006","European Economic Area (EU27 plus IS, LI, NO)","Population on 1 January - females","254,750,609"
"2006","European Economic Area (EU27 plus IS, LI, NO)","Average population - total","498,054,626"
"2006","European Economic Area (EU27 plus IS, LI, NO)","Average population - males","242,852,334"
"2006","European Free Trade Association","Population on 1 January - total ","12,434,143"
"2006","European Free Trade Association","Population on 1 January - males","6,122,889"
"2006","European Free Trade Association","Population on 1 January - females","6,311,254"
"2006","European Free Trade Association","Average population - total","12,483,428"
"2006","European Free Trade Association","Average population - males","6,150,978"
"2006","Iceland","Population on 1 January - total ","299,891"
"2006","Iceland","Population on 1 January - males","151,202"
"2006","Iceland","Population on 1 January - females","148,689"
"2006","Iceland","Average population - total","303,782"
"2006","Iceland","Average population - males","153,889"
"2006","Liechtenstein","Population on 1 January - total ","34,905"
"2006","Liechtenstein","Population on 1 January - males","17,204"
"2006","Liechtenstein","Population on 1 January - females","17,701"
"2006","Liechtenstein","Average population - total","35,037"
"2006","Liechtenstein","Average population - males","17,274"
"2006","Norway","Population on 1 January - total ","4,640,219"
"2006","Norway","Population on 1 January - males","2,301,981"
"2006","Norway","Population on 1 January - females","2,338,238"
"2006","Norway","Average population - total","4,660,677"
"2006","Norway","Average population - males","2,313,885"
"2006","Switzerland","Population on 1 January - total ","7,459,128"
"2006","Switzerland","Population on 1 January - males","3,652,502"
"2006","Switzerland","Population on 1 January - females","3,806,626"
"2006","Switzerland","Average population - total","7,483,934"
"2006","Switzerland","Average population - males","3,665,931"
"2006","Montenegro","Population on 1 January - total ","613,109"
"2006","Montenegro","Population on 1 January - males","302,129"
"2006","Montenegro","Population on 1 January - females","310,980"
"2006","Montenegro","Average population - total","613,867"
"2006","Montenegro","Average population - males","302,344"
"2006","North Macedonia","Population on 1 January - total ","2,038,514"
"2006","North Macedonia","Population on 1 January - males","1,022,398"
"2006","North Macedonia","Population on 1 January - females","1,016,116"
"2006","North Macedonia","Average population - total","2,040,228"
